,Date,Open,High,Low,Close,Volume,SMA_5,EMA_5,SMA_10,EMA_10,SMA_25,EMA_25,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,SMA_500,EMA_500,RSI_7,RSI_14,MACD,Signal_Line,BB_upper,BB_lower,High-Low,High-Close,Low-Close,True_Range,ATR_14,Williams_%R
499,2005-12-23,0.3112500011920929,0.3132500052452087,0.3091669976711273,0.3128330111503601,214536000,0.3056666016578674,0.3079271636967932,0.30666660368442533,0.30634178972520754,0.30584664225578306,0.30246911523204284,0.2918866604566574,0.2939663211904442,0.276334161311388,0.2776378358595416,0.24424456581473347,0.25232483704649483,0.19884932051599022,0.21818046947350728,59.375787809582135,65.52379745662724,0.0037708927038866413,0.0041356401948774634,0.3149199367841755,0.2941966681400263,0.004083007574081365,0.002833008766174261,0.0012499988079071045,0.004083007574081365,0.007315576076507576,-5.781328976103837
500,2005-12-27,0.3125,0.3181670010089874,0.3115000128746032,0.3147499859333038,367968000,0.30821660161018366,0.3102014377756301,0.30741660296916956,0.3078705526721341,0.30637332201004025,0.3034137975936783,0.29284332036972044,0.29478136686663475,0.27718583121895785,0.2783727299204082,0.24474040076136586,0.2529459828065626,0.1990941544920206,0.21856597652524298,73.48512455920975,66.04151234070872,0.004195768795175803,0.004147665914937131,0.31467328031842473,0.29435162285979016,0.006666988134384211,0.005333989858627319,0.0013329982757568914,0.006666988134384211,0.007410860487392986,-14.856586053551124
501,2005-12-28,0.3147499859333038,0.3186669945716858,0.3127500116825104,0.317667007446289,264420000,0.3113834023475647,0.31268996099918306,0.3080583035945892,0.309651726267435,0.3068033218383789,0.30451019835157145,0.2938066607713699,0.2956788429677977,0.2780083313584327,0.2791508344258712,0.2452724857628345,0.2535899731014853,0.19933232249319552,0.2189615894231314,73.7842659787352,67.79409387738994,0.004713530767504581,0.004260838885450621,0.3164800938765,0.2947448107799101,0.005916982889175415,0.0039170086383820135,0.0019999742507934015,0.005916982889175415,0.007285858903612425,-4.255265183652328
502,2005-12-29,0.3174999952316284,0.3185000121593475,0.309249997138977,0.3105829954147339,310464000,0.3132499992847443,0.3119876391377,0.3082833021879196,0.30982104793058024,0.30662332177162166,0.30497733658719933,0.29471666097640986,0.2962633195343442,0.2787516613304615,0.2797732534553536,0.2457870657742023,0.25415706785087083,0.19954015447199341,0.21932734353886635,67.69620806952692,61.65048178499158,0.004500362911199318,0.004308743690600361,0.3169595226806596,0.29519868044434033,0.009250015020370483,0.0008330047130584717,0.008417010307312012,0.009250015020370483,0.007363287465912975,-34.64472596904811
503,2005-12-30,0.3088330030441284,0.3089169859886169,0.3034169971942901,0.3046669960021972,229608000,0.3120999991893768,0.3095474247591991,0.3083083003759384,0.3088839475799651,0.30624332189559933,0.30495346423450687,0.2955533409118652,0.29659287547426,0.2794416612386703,0.2802661988523208,0.24628248572349545,0.2546596542006353,0.19973248846828934,0.219668020794209,54.723320217000634,51.724791264353584,0.0038101332938780264,0.004209021611255894,0.3169554775674379,0.29518612566399205,0.005499988794326782,0.0016660094261169989,0.007165998220443781,0.007165998220443781,0.007309643285615124,-67.19784629073081
504,2006-01-03,0.3064169883728027,0.3208329975605011,0.305417001247406,0.3185000121593475,472812000,0.3132333993911743,0.3125316205592486,0.3094500005245209,0.3106323229580346,0.30629332184791563,0.30599550638257156,0.2966300010681152,0.2974519788736752,0.2803049913048744,0.2810233040663213,0.24686790078878398,0.25529488164301056,0.19995098848640916,0.22006255968189417,69.94218697243028,58.98822041388555,0.004329423249608333,0.004233101938926382,0.3189473712731795,0.29455253240571444,0.015415996313095093,0.01616600155830389,0.0007500052452087957,0.01616600155830389,0.008101214255605449,-10.143413946449336
505,2006-01-04,0.320917010307312,0.3279170095920563,0.3175829946994781,0.3274169862270355,510072000,0.3157667994499206,0.3174934091151776,0.3119917005300522,0.31368407991603475,0.3067633211612701,0.3076433125244534,0.2978550004959106,0.298627077201258,0.2812249912321567,0.281941990841781,0.2474633207172155,0.2560125145244437,0.20018132247030732,0.2204911202669047,69.7674241305868,61.975725090401745,0.005398261764487766,0.00446613390403866,0.32294021822036695,0.2933763834136585,0.01033401489257818,0.009416997432708796,0.0009170174598693848,0.01033401489257818,0.00824407168797087,-1.662089926019263
506,2006-01-05,0.3274999856948852,0.3354170024394989,0.3269169926643371,0.3348329961299896,646092000,0.3191999971866607,0.3232732714534483,0.31529169976711274,0.3175293374094811,0.3083299612998962,0.3097348266479562,0.2990833204984665,0.3000469171592475,0.2820774911344051,0.28298933748115146,0.24811457067728038,0.25679679792350385,0.20042165444791313,0.2209475748611685,72.91664726411621,68.40327967110574,0.006765742738324254,0.0049260556708957785,0.3284099886359392,0.2913399120627226,0.008500009775161799,0.008000016212463379,0.0004999935626984198,0.008500009775161799,0.00838100058691845,-1.5538692104574519
507,2006-01-06,0.3386670053005218,0.3415830135345459,0.325417011976242,0.3403330147266388,623388000,0.3251500010490417,0.3289598525445118,0.319200000166893,0.3216754605580552,0.3098932814598083,0.3120885334232395,0.3003866410255432,0.3016267641226746,0.28292165115475654,0.28412485584244823,0.24877123571932314,0.2576280040608485,0.2006951544731855,0.2214241634434658,74.79790159691251,74.40541789540151,0.0081987764065804,0.005580599818032703,0.33433569827349613,0.2893475039931969,0.01616600155830389,0.006750017404556274,0.009415984153747614,0.01616600155830389,0.008880930287497412,-2.8571389645962144
508,2006-01-09,0.3401669859886169,0.3516669869422912,0.3394170105457306,0.3498330116271972,560484000,0.33418320417404174,0.3359175722387403,0.3231416016817093,0.32679501529789917,0.31169328212738034,0.314991954823544,0.3020299613475799,0.30351720520128334,0.2839041511714458,0.28542600744214625,0.24947331577539442,0.25854546682270274,0.2009906544834375,0.22193677361585595,77.65016436716591,76.5805239864597,0.009985924743787677,0.006461664803183698,0.34170227797421393,0.2871059253653627,0.012249976396560613,0.01133397221565241,0.0009160041809082031,0.012249976396560613,0.009339215500014193,-3.4067236539156727
