Date,Open,High,Low,Close,Volume
2010-12-31,12.91110453666263,13.008718485271963,12.872059205464637,12.930627822875977,2288100
2011-01-03,13.07379458813267,13.112839918504523,13.008718210027132,13.086810111999512,2715500
2011-01-04,13.086811353441773,13.086811353441773,12.969674109985656,13.047764778137207,2682800
2011-01-05,12.982688909712856,13.125855954144136,12.950150098777073,13.099824905395508,2266300
2011-01-06,13.099826823995617,13.125857876556749,12.956659758596095,12.982690811157227,10905900
2011-01-07,13.021735149230082,13.028242911870834,12.826505993693956,12.846029281616211,11981700
2011-01-10,12.761431214097835,12.767938976924391,12.533664480083754,12.559694290161133,14795800
2011-01-11,12.579216957031024,12.650801103356919,12.455571951894143,12.54017162322998,5941200
2011-01-12,12.546679896613448,12.624770567395245,12.494619035682637,12.514141082763672,4086900
2011-01-13,12.5336642612668,12.5336642612668,12.442558065743267,12.468587875366211,2122700
2011-01-14,12.46858581862968,12.676829226178038,12.449062533711292,12.670321464538574,2833800
2011-01-18,12.696352962544992,12.833012238147111,12.670321915061544,12.735398292541504,3559500
2011-01-19,12.696353124549569,12.709368648457371,12.501123989618584,12.572708129882812,4141800
2011-01-20,12.696356867471051,13.015229849844763,12.696356867471051,12.995706558227539,6412200
2011-01-21,13.008714319885128,13.034745359834456,12.7809476852417,12.7809476852417,17867200
2011-01-24,12.79396730183995,12.937134343718393,12.72238316028638,12.930627822875977,3615500
2011-01-25,13.003015110977147,13.23544924105028,12.929964058669105,13.182321548461914,5512600
2011-01-26,13.22880298090367,13.321776090141253,13.149110839654588,13.275289535522461,4925500
2011-01-27,13.275289535522461,13.315134972815196,13.202238511599438,13.275289535522461,2726200
2011-01-28,13.288575966488974,13.341703655210676,12.996373045187603,13.05614185333252,24412600
2011-01-31,13.049500620186683,13.262011373221522,13.049500620186683,13.155755996704102,3779300
2011-02-01,13.208882062816706,13.315137426285201,13.149113262532698,13.28857421875,3327700
2011-02-02,13.242086800005815,13.348342156609244,13.155753531100677,13.188959121704102,4221400
2011-02-03,13.175678107108528,13.215523552863333,13.049499384443784,13.195601463317871,3000700
2011-02-04,13.295218226406776,13.394832492972109,13.235449413134752,13.368268013000488,6482100
2011-02-07,13.38154815772405,13.38154815772405,13.255369430943967,13.30849838256836,3420600
2011-02-08,13.321782250408232,13.441319884226715,13.242091338972042,13.428037643432617,3737000
2011-02-09,13.361627178177152,13.454600317920125,13.321780461146709,13.414754867553711,3129000
2011-02-10,13.368266477627218,13.394830954547853,13.235447893015973,13.361626625061035,4573400
2011-02-11,13.328419293920582,13.408111447644808,13.275291613659036,13.381546974182129,2638700
2011-02-14,13.381544059844014,13.38818517676333,13.235443287609693,13.255365371704102,2847700
2011-02-15,13.18895987379523,13.461239398951035,13.18895987379523,13.388188362121582,4297000
2011-02-16,13.374907779562376,13.61398300845802,13.361626807584614,13.421394348144531,3311700
2011-02-17,13.408110552202652,13.567493582343115,13.394828316358348,13.54757022857666,2716500
2011-02-18,13.52764814147393,13.600697905290147,13.507724787707476,13.54757022857666,3680500
2011-02-22,13.374906788723232,13.540930959453814,13.328420223584892,13.341702461242676,3798300
2011-02-23,13.361625154787859,13.474521635949815,13.308497473456576,13.388188362121582,3644400
2011-02-24,13.361625980057093,13.494444558256804,13.295216057625279,13.447957992553711,3678000
2011-02-25,13.474522216400487,13.580777583640284,13.401471176424169,13.567495346069336,2579600
2011-02-28,13.58741549681824,13.833131790161135,13.574134527806397,13.833131790161133,3726600
2011-03-01,13.846419904385789,13.859702145700366,13.594062386065794,13.607344627380371,4875000
2011-03-02,13.56085669280237,13.660470959367704,13.348345919685894,13.368268013000488,2794700
2011-03-03,13.454597293521134,13.753440004089752,13.454597293521134,13.740159034729004,4256700
2011-03-04,13.932746737623372,13.99251553455924,13.67374946201046,13.866336822509766,5696100
2011-03-07,13.879620911307144,13.939389716220049,13.70031449656843,13.74680233001709,3403800
2011-03-08,13.799928877894368,14.105412729668192,13.799928877894368,13.985875129699707,4351400
2011-03-09,13.93274893367194,14.06556878483392,13.846416917081436,13.99915885925293,2328200
2011-03-10,13.839777247058962,13.952673752369163,13.693676408813335,13.806572914123535,4976800
2011-03-11,13.69367359295743,13.899543201484756,13.653826881631742,13.846415519714355,3009500
2011-03-14,13.726877062562398,13.780004741017844,13.587416114951997,13.660467147827148,3210200
2011-03-15,13.354983092078648,13.567493802379072,13.354983092078648,13.474520683288574,3190400
2011-03-16,13.441316211437364,13.693673650912702,13.315137491699694,13.494443893432617,7977200
2011-03-17,13.720237570123572,13.720237570123572,13.44131690851743,13.613982200622559,3819200
2011-03-18,13.766721698692779,13.939386960229323,13.687030819007418,13.726876258850098,5147500
2011-03-21,13.866338582939816,13.926107387463759,13.799929926058935,13.886261940002441,3362900
2011-03-22,13.866338851344198,13.952672133622755,13.83977564141046,13.892903327941895,1961400
2011-03-23,13.799931811758377,13.872981597642063,13.627266493613476,13.720239639282227,4255000
2011-03-24,13.773367860896792,13.886264370685462,13.70695792572743,13.859701156616211,2907700
2011-03-25,13.866341010135406,13.91282885141887,13.786650101263497,13.859701156616211,2482100
2011-03-28,13.87297872726763,13.912825438593318,13.846415519714354,13.846415519714355,1635700
2011-03-29,13.833134678632442,13.99915885925293,13.780006991500445,13.99915885925293,2107500
2011-03-30,14.052283970790471,14.078848442819547,13.999156293396062,14.045642852783203,1818100
2011-03-31,13.979234301681114,14.098771904133669,13.926106619109296,14.03236198425293,1982600
2011-04-01,14.065566232003219,14.138617263550303,14.032360641907387,14.085488319396973,3960300
2011-04-04,14.098770706037147,14.22494941642165,14.085488469856934,14.151898384094238,2534700
2011-04-05,14.105413833697376,14.15190040028721,14.03236279096253,14.052286148071289,2803100
2011-04-06,14.098773442758768,14.271438746626425,14.078851351285119,14.25151538848877,2997800
2011-04-07,14.205026454323558,14.22494980914392,14.058925652298946,14.098771095275879,5437500
2011-04-08,14.13861670501605,14.19838423149999,14.052283440841155,14.118693351745605,2780900
2011-04-11,14.105413328736024,14.390975103752357,14.098772209937517,14.291360855102539,4397100
2011-04-12,14.205028265116127,14.304643785252681,14.118696249883596,14.198387145996094,2957300
2011-04-13,14.224949566951887,14.264795009250415,14.15189853385144,14.218308448791504,2740200
2011-04-14,14.145258468051026,14.304642782430346,13.853056847237964,14.03236198425293,5853400
2011-04-15,14.045642767907443,14.271435712135183,14.045642767907443,14.231590270996094,3962500
2011-04-18,14.065566597409708,14.085488685321014,13.85305588193059,13.992515563964844,3613800
2011-04-19,13.999158701004767,14.012440939303614,13.813211164812762,13.892903327941895,3190300
2011-04-20,14.045643218546472,14.058925454906893,13.92610562463023,13.952670097351074,4227000
2011-04-21,14.005802004130063,14.045647458575896,13.932750948759235,14.025725364685059,2289900
2011-04-25,13.992515978537172,14.065567014146403,13.939388298093318,13.979233741760254,3986300
2011-04-26,13.985873880270622,14.005797234040129,13.892900762673714,13.939387321472168,4000000
2011-04-27,13.985872687538498,14.337844307467519,13.952668367418084,14.324562072753906,6466100
2011-04-28,14.304639011780115,14.583558321762151,14.291356777972341,14.55035400390625,2976600
2011-04-29,14.48394870191376,14.58356295378441,14.41753877844535,14.570281982421875,4029900
2011-05-02,14.66325403073299,14.66325403073299,14.483947630629597,14.543716430664062,2476200
2011-05-03,14.51714968605035,14.563636237714023,14.39761211510746,14.55035400390625,2939400
2011-05-04,14.52379554380742,14.550358753430189,14.364411219415024,14.510513305664062,4002500
2011-05-05,14.437458534492375,14.470664121276407,14.27807551791988,14.324562072753906,2846000
2011-05-06,14.444101995114796,14.51715303122711,14.31792327819275,14.397615432739258,2359200
2011-05-09,14.377689632206986,14.410895218730648,14.224947734188971,14.384330749511719,2349400
2011-05-10,14.390977323263689,14.424181655713413,14.311285152054625,14.377695083618164,2866900
2011-05-11,14.33784742293047,14.41089846306494,14.158541015326165,14.20502758026123,2129500
2011-05-12,14.191748648585646,14.291362911569538,14.125338717708361,14.271439552307129,3114700
2011-05-13,14.284718034389915,14.291359152397183,14.005797411403332,14.045642852783203,2727400
2011-05-16,14.025720790551965,14.165180468963225,14.005797436494465,14.085488319396973,2404600
2011-05-17,14.039003909998783,14.098772714661123,13.99251734340895,14.052286148071289,2418500
2011-05-18,14.045642180899126,14.151897530605137,14.005796741425291,14.138616561889648,3926500
2011-05-19,14.178461865490654,14.477304558676108,14.08548748539111,14.46402359008789,4977200
2011-05-20,14.450746135004465,14.517156066568004,14.357772990813965,14.377695083618164,4250700
2011-05-23,14.238228830546959,14.344484165601052,14.205023246677863,14.278074264526367,3535000
2011-05-24,14.278081743307736,14.444105949625268,14.238236288457497,14.298005104064941,4231500
