Date,Open,High,Low,Close,Volume
2010-12-31,23.446752611151794,23.59257432556023,23.41637376332931,23.45282745361328,644400
2011-01-03,23.647251796577663,23.647251796577663,23.45282441440029,23.501432418823242,1481100
2011-01-04,23.57433567274955,23.817370993009927,23.48319916596935,23.641170501708984,2326900
2011-01-05,23.568262862781403,23.65939937741163,23.325227521587223,23.343454360961914,2786900
2011-01-06,23.392066955566406,23.41029379852479,23.173335569036833,23.392066955566406,1792400
2011-01-07,23.36776756234313,23.562194984773623,23.23410015802073,23.537893295288086,1922300
2011-01-10,23.197636148660596,23.294849826356774,23.00320879326824,23.16725730895996,2841400
2011-01-11,23.1976444225342,23.28270613113759,23.027521005327415,23.149036407470703,1593300
2011-01-12,23.264480913322373,23.264480913322373,23.05182430916617,23.161190032958984,1680800
2011-01-13,23.14295167559864,23.161178514580346,22.94852433393794,23.06396484375,2263100
2011-01-14,23.015363198700385,23.16118257161,22.893845509437615,22.95460319519043,2536400
2011-01-18,23.033586853666108,23.155104526114208,22.936373179258993,23.118648529052734,1614700
2011-01-19,23.118651670118734,23.16118251359059,22.723722078200463,22.857389450073242,2190900
2011-01-20,22.839167186464532,23.08827745577709,22.729801476253403,22.906002044677734,2131600
2011-01-21,23.033598454929628,23.033598454929628,22.67512241542143,22.717653274536133,4926200
2011-01-24,22.76625754789763,23.155112377376074,22.74802838430747,22.912076950073242,2300400
2011-01-25,22.881692826194342,22.918148827212864,22.614355771996394,22.78447914123535,2505200
2011-01-26,22.85132218545904,23.039672463926777,22.65081758453259,22.6629695892334,2130900
2011-01-27,22.559676902717626,22.735875144281092,22.049304387353242,22.577903747558594,3561300
2011-01-28,22.559673298896364,22.681190986524946,22.055375706452747,22.061452865600586,3101900
2011-01-31,22.164745861538325,22.29233841627789,21.95816644625435,22.043228149414062,2857900
2011-02-01,22.219424417877978,22.298411263142803,21.87917535330091,22.26195526123047,3474200
2011-02-02,22.213349576437817,22.517142639102552,22.201197575800375,22.26195526123047,2182600
2011-02-03,22.249803375079587,22.541444438607513,22.164741687936914,22.456382751464844,2084000
2011-02-04,22.426004354448214,22.432079196040405,22.06752843882209,22.32879066467285,1407800
2011-02-07,22.36524807342769,22.407778920518172,22.182970365602955,22.35917091369629,1886900
2011-02-08,22.37133240445107,22.474623303880893,22.298422681050106,22.450319290161133,1152500
2011-02-09,22.347017273193792,22.535369809179944,22.231576742093537,22.529294967651367,1416000
2011-02-10,22.383475734983154,22.54752428736523,22.383475734983154,22.504993438720703,1697800
2011-02-11,22.419935826852956,22.583982091370565,22.419935826852956,22.49284553527832,1483900
2011-02-14,22.50499779930439,22.52322464718157,22.201204639976062,22.383480072021484,1631700
2011-02-15,22.52322225467809,22.64473996905291,22.377402851634397,22.511070251464844,1467300
