,Portfolio Value
2023-02-09,46447.639697292296
2023-02-10,46898.18621642195
2023-02-13,46596.3326766022
2023-02-14,46818.06910842795
2023-02-15,46367.931709167766
2023-02-16,46346.84452596
2023-02-17,45877.58144201867
2023-02-21,45897.34047589445
2023-02-22,46222.312451057565
2023-02-23,45999.21740973881
2023-02-24,46179.198398812805
2023-02-27,45940.71962910199
2023-02-28,47627.66770482223
2023-03-01,47813.217789410555
2023-03-02,48525.51997360758
2023-03-03,48585.85736368894
2023-03-06,48355.37617411044
2023-03-07,48296.22133910239
2023-03-08,47237.08954206451
2023-03-09,46487.675976517006
2023-03-10,45841.74185303706
2023-03-13,46620.203577486565
2023-03-14,46293.502086826484
2023-03-15,46970.13796330663
2023-03-16,46116.87223224811
2023-03-17,46597.687501614455
2023-03-20,47375.6544227026
2023-03-21,46541.138444931676
2023-03-22,46937.651167132724
2023-03-23,47176.20211199917
2023-03-24,47572.28964267615
2023-03-27,47275.73681692111
2023-03-28,47839.056712988844
2023-03-29,47718.16665530896
2023-03-30,48323.32958323784
2023-03-31,48390.28173261466
2023-04-03,47698.62111154834
2023-04-04,47383.54082923812
2023-04-05,47355.82790133127
2023-04-06,47832.04976925748
2023-04-10,47721.62932606537
2023-04-11,47667.810179240005
2023-04-12,48024.17860643625
2023-04-13,48124.60988617939
2023-04-14,48430.87296850469
2023-04-17,48751.87275768798
2023-04-18,48614.535378979024
2023-04-19,48738.137497959884
2023-04-20,49048.18303778119
2023-04-21,49248.49952686725
2023-04-24,48943.162588808285
2023-04-25,48170.98441136799
2023-04-26,48574.72346808814
2023-04-27,48735.55579849547
2023-04-28,49054.746970872795
2023-05-01,48891.940336336585
2023-05-02,48815.82260418589
2023-05-03,48171.68253776154
2023-05-04,48508.46953688852
2023-05-05,48780.82166134508
2023-05-08,48718.003764662906
2023-05-09,47738.49993999464
2023-05-10,47709.28596484138
2023-05-11,47448.3350188387
2023-05-12,47534.46285089324
2023-05-15,47448.12831063383
2023-05-16,47215.946281185286
2023-05-17,47664.28776131283
2023-05-18,47563.51260280103
2023-05-19,47215.88770193807
2023-05-22,46241.36286405267
2023-05-23,46234.198567299616
2023-05-24,47413.24564738958
2023-05-25,47541.28771855199
2023-05-26,47642.46874571798
2023-05-30,47225.793697482484
2023-05-31,47911.73040643484
2023-06-01,48214.61893588862
2023-06-02,47963.382023479055
2023-06-05,48052.635606441254
2023-06-06,48035.647601003366
2023-06-07,48490.21282924485
2023-06-08,48847.47265462106
2023-06-09,49141.15427132111
2023-06-12,49050.79613926435
2023-06-13,49115.363382753
2023-06-14,49700.184592947495
2023-06-15,49499.45176026887
2023-06-16,48870.79991092099
2023-06-20,49056.60725843959
2023-06-21,49281.55128767646
2023-06-22,48876.48772697923
2023-06-23,48671.40821338419
2023-06-26,49293.415892679724
2023-06-27,49496.348010815615
2023-06-28,49668.83081246802
2023-06-29,50478.330936244536
2023-06-30,50162.36501719674
2023-07-03,50079.77495963812
2023-07-05,49760.52022870455
2023-07-06,49799.61465011109
2023-07-07,50578.38978965672
2023-07-10,50775.228400263564
2023-07-11,50934.675023119475
2023-07-12,51437.41548750215
2023-07-13,51438.44922603847
2023-07-14,51604.783443169166
2023-07-17,51935.300616046174
2023-07-18,51780.84401677941
2023-07-19,51225.0556930874
2023-07-20,50985.30924379937
2023-07-21,50882.07026325773
2023-07-24,51740.169062642715
2023-07-25,51392.68216371182
2023-07-26,51214.15522490905
2023-07-27,51662.84433418013
2023-07-28,51401.206017947334
2023-07-31,51396.74883000403
2023-08-01,51005.4072167029
2023-08-02,50686.21858480912
2023-08-03,51021.037400797686
2023-08-04,51852.07094033987
2023-08-07,51747.40806641923
2023-08-08,50966.200448809854
2023-08-09,50909.11688640061
2023-08-10,50688.17898758843
2023-08-11,51330.101643287366
2023-08-14,51169.38664353997
2023-08-15,50736.03684687024
2023-08-16,49144.06635656944
2023-08-17,49466.06763322106
2023-08-18,49845.00201379572
2023-08-21,49770.18021041155
2023-08-22,50216.9989878369
2023-08-23,49490.77520466806
2023-08-24,49600.56136867674
2023-08-25,50047.59438432643
2023-08-28,50435.52471814864
2023-08-29,50063.35749017888
2023-08-30,49936.52950855983
2023-08-31,50012.85930829699
2023-09-01,49498.312229870724
2023-09-05,49470.0552531219
2023-09-06,49779.49680243088
2023-09-07,49976.391651720776
2023-09-08,50580.95537348686
2023-09-11,50384.46559624923
2023-09-12,50267.68509834741
2023-09-13,50422.12128070754
2023-09-14,49581.33449099832
2023-09-15,49816.9631163572
2023-09-18,49766.69109439666
2023-09-19,49417.3450554397
2023-09-20,48592.53877346497
2023-09-21,48593.06227880036
2023-09-22,48683.342722269765
2023-09-25,48459.7623473672
2023-09-26,48486.78515471511
2023-09-27,48860.71177661828
2023-09-28,48635.95815057636
2023-09-29,48769.56686209479
2023-10-02,48166.430326151785
2023-10-03,48768.471418102374
2023-10-04,48702.4434124447
2023-10-05,49484.39497374132
2023-10-06,49982.496175128006
2023-10-09,50388.77823449527
2023-10-10,50990.95277226838
2023-10-11,50764.93040966753
2023-10-12,50523.664152763005
2023-10-13,50840.74779436577
2023-10-16,50676.07700013844
2023-10-17,50432.244616569675
2023-10-18,49590.423154223645
2023-10-19,48933.02117430729
2023-10-20,48869.65482988642
2023-10-23,49297.30378494586
2023-10-24,48610.12351311327
2023-10-25,48024.33865622226
2023-10-26,47651.470285072355
2023-10-27,47977.25212561273
2023-10-30,48068.54971686631
2023-10-31,48668.54778099542
2023-11-01,48945.15699638967
2023-11-02,49398.86536985553
2023-11-03,50271.08021993393
2023-11-06,50327.48229842228
2023-11-07,50838.02175926968
2023-11-08,50530.45775582839
2023-11-09,50954.75272969112
2023-11-10,51439.19438963471
2023-11-13,51357.57535843545
2023-11-14,50941.414383261756
2023-11-15,50816.75418966939
2023-11-16,50760.9659959294
2023-11-17,51111.484427040894
2023-11-20,51070.75129361705
2023-11-21,51349.904554634435
2023-11-22,51544.65194158991
2023-11-24,51654.116053597936
2023-11-27,51542.14302789252
2023-11-28,51349.128502952066
2023-11-29,51927.39351756779
2023-11-30,52051.332259193514
2023-12-01,52174.13430170909
2023-12-04,52164.33979452599
2023-12-05,51627.31605472457
2023-12-06,51660.988050331136
2023-12-07,52028.1981705348
2023-12-08,52075.62852409187
2023-12-11,52329.95585449827
2023-12-12,52641.04035602613
2023-12-13,51768.26603101522
2023-12-14,51868.63015596993
2023-12-15,52001.541147502016
2023-12-18,52419.055488857564
2023-12-19,51683.50852532197
2023-12-20,52303.919695316144
2023-12-21,52318.40606932022
2023-12-22,52428.6332931746
2023-12-26,52639.802645868425
2023-12-27,52697.08942382992
2023-12-28,52748.89753492116
2023-12-29,52280.77429775854
2024-01-02,52201.481028702634
2024-01-03,52114.21246395396
2024-01-04,52269.44319213572
2024-01-05,52714.154591638086
2024-01-08,52913.68245308688
2024-01-09,52989.19437938975
2024-01-10,53401.972788523
2024-01-11,53656.81443397516
2024-01-12,53629.75236006553
2024-01-16,53548.8685524811
2024-01-17,53911.12583573623
2024-01-18,54270.46594498934
2024-01-19,54518.82760670807
2024-01-22,54640.93588180619
2024-01-23,54711.79425168183
2024-01-24,55715.75890555406
2024-01-25,55614.35672156072
2024-01-26,55646.47502725151
2024-01-29,55944.2583483994
2024-01-30,56130.22569242706
2024-01-31,57025.07308794929
2024-02-01,57445.627904266315
2024-02-02,57445.6743794028
2024-02-05,57233.88336193046
2024-02-06,57873.35292232791
2024-02-07,57689.72708086615
2024-02-08,57994.52282453863
2024-02-09,58018.17879309368
2024-02-12,57898.30963656689
2024-02-13,58239.28306051252
2024-02-14,58841.47208601636
2024-02-15,58784.388276798854
2024-02-16,58518.22443110921
2024-02-20,58333.18912396114
2024-02-21,59671.80872686134
2024-02-22,59933.92837469103
2024-02-23,60153.961801123914
2024-02-26,60164.58889544006
2024-02-27,60350.58423446413
2024-02-28,60328.752085886794
2024-02-29,60566.663754432375
2024-03-01,61015.33272871657
2024-03-04,61059.11681815304
2024-03-05,61338.89711890238
2024-03-06,61630.55273314213
2024-03-07,61227.05590550915
2024-03-08,60694.37734893425
2024-03-11,61274.41351418346
2024-03-12,61661.86873301248
2024-03-13,61674.66787593359
2024-03-14,61919.42519800035
2024-03-15,61939.67830084419
2024-03-18,62360.8125606573
2024-03-19,62464.60309732559
2024-03-20,62992.643154223224
2024-03-21,62719.575615368245
2024-03-22,62692.53440184026
2024-03-25,62368.97106445035
2024-03-26,62880.7126768527
2024-03-27,63045.833586219786
2024-03-28,63151.33718174694
2024-04-01,63089.73170723617
2024-04-02,63496.985901530614
2024-04-03,62871.97064375078
2024-04-04,63426.44085307431
2024-04-05,63264.10561220227
2024-04-08,62489.616230143176
2024-04-09,62347.825626295074
2024-04-10,62252.38987058743
2024-04-11,61680.094524598346
2024-04-12,61424.799001655534
2024-04-15,61598.08288239166
2024-04-16,61302.454370047984
2024-04-17,60863.47068163425
2024-04-18,60996.68774425259
2024-04-19,60843.81702965376
2024-04-22,61405.12126042626
2024-04-23,61470.5703565604
2024-04-24,61872.61999010383
2024-04-25,61937.68612754684
2024-04-26,62109.81352223549
2024-04-29,61491.404743100065
2024-04-30,61140.04558346502
2024-05-01,61292.94639924079
2024-05-02,61602.07200274266
2024-05-03,62578.537508916874
2024-05-06,61957.42900820355
2024-05-07,62151.91722465259
2024-05-08,62961.81372893425
2024-05-09,63409.460630178706
2024-05-10,62863.843196079026
2024-05-13,62908.10495885238
2024-05-14,63159.6845123747
2024-05-15,62674.98188156038
2024-05-16,62855.099948470415
2024-05-17,62730.538744692945
2024-05-20,62785.76641445418
2024-05-21,61993.06249801281
2024-05-22,61797.18512445854
2024-05-23,62576.016142982924
2024-05-24,62224.69927850751
2024-05-28,61947.775318428874
2024-05-29,62213.355554417314
2024-05-30,62813.041062115975
2024-05-31,62494.31024363542
2024-06-03,62447.320518201916
2024-06-04,63334.9064685458
2024-06-05,63119.099625212664
2024-06-06,63020.104665937746
2024-06-07,63130.017164713405
2024-06-10,62755.30127891207
2024-06-11,62638.8322997058
2024-06-12,62843.25138123368
2024-06-13,62600.914000868026
2024-06-14,63257.736389168815
2024-06-17,63906.55600769538
2024-06-18,63414.361649767154
2024-06-20,63233.451996678006
2024-06-21,63270.31493194159
2024-06-24,63107.326559304114
2024-06-25,62791.30623103782
2024-06-26,62373.1980517679
2024-06-27,62102.81115857729
2024-06-28,61983.26645826454
2024-07-01,62002.03932005586
2024-07-02,62085.64072566258
2024-07-03,61970.83854811519
2024-07-05,61922.162692567494
2024-07-08,62218.31199067914
2024-07-09,62617.63677173849
2024-07-10,62360.625949599314
2024-07-11,62621.46787428029
2024-07-12,62915.11149757866
2024-07-15,63258.74885991572
2024-07-16,62874.01826131587
2024-07-17,62670.7660336798
2024-07-18,62276.34137974312
2024-07-19,62572.13627933008
2024-07-22,62495.15607701847
2024-07-23,61577.42170583389
2024-07-24,61390.14032584978
2024-07-25,61721.29539645764
2024-07-26,61867.600582523046
2024-07-29,61593.694777745215
2024-07-30,62250.48931502448
2024-07-31,62123.34121159842
2024-08-01,61561.260212322566
2024-08-02,60246.24062578982
2024-08-05,60824.68987349407
2024-08-06,60665.196325589015
2024-08-07,61673.68400753372
2024-08-08,61907.66762774811
2024-08-09,62196.37079846437
2024-08-12,62505.82566886552
2024-08-13,63591.7388623363
2024-08-14,64109.94762090365
2024-08-15,64382.86055616299
2024-08-16,64892.7419374417
2024-08-19,64626.62932420231
2024-08-20,64812.55751785034
2024-08-21,64907.49376140995
2024-08-22,65306.0376977168
2024-08-23,65393.81566175479
2024-08-26,65738.1631592984
2024-08-27,65811.86005235925
2024-08-28,65822.37916427258
2024-08-29,66313.48919932722
2024-08-30,65638.8556855718
2024-09-03,65688.71451485211
2024-09-04,65243.905272797936
2024-09-05,64723.78680224572
2024-09-06,65331.62476495795
2024-09-09,65315.880560668855
2024-09-10,65311.69432417812
2024-09-11,65779.07698154013
2024-09-12,66116.24850975153
2024-09-13,66403.91361849413
2024-09-16,65985.51307004243
2024-09-17,65973.53739812365
2024-09-18,66070.70084002451
2024-09-19,66306.63098981629
2024-09-20,66852.41475824513
2024-09-23,66882.48259554892
2024-09-24,66947.13795916358
2024-09-25,66303.42676771274
2024-09-26,66503.1476638052
2024-09-27,66903.87395554747
2024-09-30,67348.4152384831
2024-10-01,67458.77220488066
2024-10-02,67608.54655169522
2024-10-03,67935.2327841486
2024-10-04,67525.75735603021
2024-10-07,67883.53742969163
2024-10-08,68169.72840330945
2024-10-09,67613.76154979439
2024-10-10,68300.05425536305
2024-10-11,68710.14608577208
2024-10-14,68341.36216952391
2024-10-15,68787.2853591722
2024-10-16,68750.96531690289
2024-10-17,69077.68160624853
2024-10-18,68974.39090478717
2024-10-21,68520.48665981983
2024-10-22,68600.1243888072
2024-10-23,68265.86742981322
2024-10-24,67637.08271288325
2024-10-25,67764.09115568083
2024-10-28,67898.1055500772
2024-10-29,67947.55835233166
2024-10-30,67764.88953411211
2024-10-31,67397.67504771572
2024-11-01,67573.49746722473
2024-11-04,68476.27831404298
2024-11-05,69457.95649175433
2024-11-06,69498.97064232285
2024-11-07,70534.0295307292
2024-11-08,70841.9098998784
2024-11-11,70635.02621845307
2024-11-12,70465.45404588462
2024-11-13,69484.13590206657
2024-11-14,69436.60977854836
2024-11-15,70233.01891109206
2024-11-18,70680.5714359426
2024-11-19,71090.34912277143
2024-11-20,71888.10241154721
2024-11-21,72589.03725820305
2024-11-22,72083.13600259673
2024-11-25,72736.35358605946
2024-11-26,72844.63280921227
2024-11-27,72920.27903000933
2024-11-29,71944.09044364754
2024-12-02,72273.16786440356
2024-12-03,72376.36172705828
2024-12-04,72908.09530135014
2024-12-05,72652.10136252362
2024-12-06,71191.64999417133
2024-12-09,71218.01574165023
2024-12-10,71143.05738753836
2024-12-11,71042.36770257371
2024-12-12,70946.15785786613
2024-12-13,71118.53900295467
2024-12-16,70974.87436717312
2024-12-17,69317.44328828144
2024-12-18,69425.77491260406
2024-12-19,70029.373121521
2024-12-20,70013.41865338598
2024-12-23,70682.41809158518
2024-12-24,70748.92749401015
2024-12-26,70197.65638601746
2024-12-27,69412.26436372948
2024-12-30,69286.23143267068
2024-12-31,69192.71471343197
2025-01-02,69662.36248278529
2025-01-03,69671.33226783166
2025-01-06,69090.27005383706
2025-01-07,69425.09399037996
2025-01-08,68696.10599952098
2025-01-10,68545.67017155868
2025-01-13,68934.71652411707
2025-01-14,69411.56251927564
2025-01-15,69670.93538108439
2025-01-16,70084.818962272
2025-01-17,70893.44922718313
2025-01-21,70652.12011913753
2025-01-22,70979.93303552594
2025-01-23,71294.40684841647
2025-01-24,70997.21688720494
2025-01-27,70818.67938761487
2025-01-28,71129.6444474173
2025-01-29,71415.5610908708
2025-01-30,70880.17029623795
2025-01-31,71306.14997764601
2025-02-03,71587.21920284613
2025-02-04,72221.27488582442
2025-02-05,73129.25882176906
2025-02-06,72858.89914050864
2025-02-07,73098.74122013319
2025-02-10,73103.2869814318
2025-02-11,74128.03584411253
2025-02-12,74653.14002460268
2025-02-13,74526.90547813471
2025-02-14,74904.91846214053
2025-02-18,75152.49022395391
2025-02-19,74471.4038526773
2025-02-20,73772.73120121896
2025-02-21,73968.33622393219
2025-02-24,73396.6970711095
2025-02-25,73164.43999617707
2025-02-26,72822.55425763353
2025-02-27,73855.05982635336
2025-02-28,73948.51839678339
2025-03-03,72384.2061218174
2025-03-04,72792.94236849181
2025-03-05,71739.43646310527
2025-03-06,71794.57520280013
2025-03-07,71386.82876253205
2025-03-10,70708.05126793942
2025-03-11,70389.16054602184
2025-03-12,69906.80444207486
2025-03-13,70459.25045594719
2025-03-14,71170.67637102147
2025-03-17,70991.83531608114
2025-03-18,71279.48226945741
2025-03-19,71192.09629036095
2025-03-20,71046.35999698803
2025-03-21,71388.27659462241
